codigo_plano;ano_plano;modalidade;situacao;beneficiario;cnpj_beneficiario;uf;banco;agencia;conta;dv_agencia;dv_conta;parlamentar;ano_emenda;numero_emenda;codigo_emenda;area_politica;programa_orcamentario;valor_custeio;valor_investimento;natureza_juridica
09032024-074117;2024;Especial;CIENTE;PALMAS;01786029000103;TO;Banco do Brasil;3615;6555;3;2;Professora Dorinha Seabra;2024;202442750007;202442750007-Professora Dorinha Seabra;8-Assistência Social / 244-Assistência Comunitária , 13-Cultura / 392-Difusão Cultural , 14-Direitos da Cidadania / 421-Custódia e Reintegração Social , 15-Urbanismo / 451-Infraestrutura Urbana , 20-Agricultura / 606-Extensão Rural , 20-Agricultura / 608-Promoção da Produção Agropecuária , 23-Comércio e Serviços / 691-Promoção Comercial , 27-Desporto e Lazer / 813-Lazer;Não informado;0.0;1000000.0;Não encontrado
09032024-074104;2024;Especial;CIENTE;MUNICIPIO DE BURITI DO TOCANTINS;25061722000187;TO;Banco do Brasil;1305;41239;6;2;Professora Dorinha Seabra;2024;202442750007;202442750007-Professora Dorinha Seabra;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;1500000.0;Município
09032024-074106;2024;Especial;CIENTE;MUNICIPIO DE FORMOSO DO ARAGUAIA;02075216000141;TO;Banco do Brasil;3123;21377;2;2;Professora Dorinha Seabra;2024;202442750007;202442750007-Professora Dorinha Seabra;15-Urbanismo / 451-Infraestrutura Urbana , 15-Urbanismo / 452-Serviços Urbanos;Não informado;0.0;250000.0;Município
09032024-074115;2024;Especial;CIENTE;MUNICIPIO DE SUCUPIRA;37344439000141;TO;Banco do Brasil;794;76822;3;7;Professora Dorinha Seabra;2024;202442750007;202442750007-Professora Dorinha Seabra;26-Transporte / 782-Transporte Rodoviário;Não informado;0.0;250000.0;Município
09032024-074225;2024;Especial;CIENTE;MUNICIPIO DE FORTALEZA DO TABOCAO;37421112000126;TO;Banco do Brasil;2094;40693;X;7;Alexandre Guimarães;2024;202442940011;202442940011-Alexandre Guimarães;15-Urbanismo / 451-Infraestrutura Urbana , 15-Urbanismo / 452-Serviços Urbanos , 16-Habitação / 482-Habitação Urbana , 20-Agricultura / 606-Extensão Rural , 25-Energia / 752-Energia Elétrica , 27-Desporto e Lazer / 811-Desporto de Rendimento , 27-Desporto e Lazer / 812-Desporto Comunitário , 27-Desporto e Lazer / 813-Lazer;Não informado;0.0;400000.0;Município
09032024-074228;2024;Especial;CIENTE;MUNICIPIO DE COLMEIA;02070746000105;TO;Caixa Econômica Federal;4481;6672026;4;5;Alexandre Guimarães;2024;202442940011;202442940011-Alexandre Guimarães;12-Educação / 365-Educação Infantil , 12-Educação / 368-Educação Básica;Não informado;0.0;700000.0;Município
09032024-074238;2024;Especial;CIENTE;MUNICIPIO DE RECURSOLANDIA;37421146000110;TO;Caixa Econômica Federal;1737;6672023;0;3;Alexandre Guimarães;2024;202442940011;202442940011-Alexandre Guimarães;15-Urbanismo / 451-Infraestrutura Urbana , 16-Habitação / 482-Habitação Urbana;Não informado;0.0;900000.0;Município
09032024-074229;2024;Especial;CIENTE;MUNICIPIO DE GUARAI;02070548000133;TO;Caixa Econômica Federal;4481;6672023;4;0;Alexandre Guimarães;2024;202442940011;202442940011-Alexandre Guimarães;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;1400000.0;Município
09032024-074242;2024;Especial;CIENTE;MUNICIPIO DE PEDRO AFONSO;02070589000120;TO;Banco do Brasil;1595;35601;4;8;Alexandre Guimarães;2024;202442940011;202442940011-Alexandre Guimarães;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;300000.0;Município
09032024-074235;2024;Especial;CIENTE;MUNICIPIO DE RIACHINHO;25063926000157;TO;Banco do Brasil;3973;23197;X;5;Alexandre Guimarães;2024;202442940011;202442940011-Alexandre Guimarães;15-Urbanismo / 451-Infraestrutura Urbana , 15-Urbanismo / 452-Serviços Urbanos , 15-Urbanismo / 453-Transportes Coletivos Urbanos;Não informado;0.0;1000000.0;Município
09032024-074244;2024;Especial;CIENTE;PALMAS;01786029000103;TO;Banco do Brasil;3615;6558;3;7;Alexandre Guimarães;2024;202442940011;202442940011-Alexandre Guimarães;10-Saúde / 302-Assistência Hospitalar e Ambulatorial;Não informado;0.0;500000.0;Não encontrado
09032024-074243;2024;Especial;CIENTE;MUNICIPIO DE TALISMA;01612820000105;TO;Banco do Brasil;1303;26695;X;7;Alexandre Guimarães;2024;202442940011;202442940011-Alexandre Guimarães;15-Urbanismo / 451-Infraestrutura Urbana , 15-Urbanismo / 452-Serviços Urbanos;Não informado;0.0;50000.0;Município
09032024-074233;2024;Especial;CIENTE;MUNICIPIO DE PRAIA NORTE;25061789000111;TO;Banco do Brasil;3975;32981;6;9;Alexandre Guimarães;2024;202442940011;202442940011-Alexandre Guimarães;15-Urbanismo / 451-Infraestrutura Urbana , 15-Urbanismo / 452-Serviços Urbanos , 20-Agricultura / 605-Abastecimento , 20-Agricultura / 608-Promoção da Produção Agropecuária , 26-Transporte / 782-Transporte Rodoviário;Não informado;0.0;900000.0;Município
09032024-074222;2024;Especial;CIENTE;MUNICIPIO DE ARAGOMINAS;25063884000154;TO;Banco do Brasil;638;122705;6;X;Alexandre Guimarães;2024;202442940011;202442940011-Alexandre Guimarães;8-Assistência Social / 244-Assistência Comunitária , 15-Urbanismo / 451-Infraestrutura Urbana , 20-Agricultura / 605-Abastecimento , 27-Desporto e Lazer / 812-Desporto Comunitário , 27-Desporto e Lazer / 813-Lazer;Não informado;0.0;900000.0;Município
09032024-074236;2024;Especial;CIENTE;MUNICIPIO DE SANTA FE DO ARAGUAIA;25063918000100;TO;Banco do Brasil;4791;10640;0;2;Alexandre Guimarães;2024;202442940011;202442940011-Alexandre Guimarães;15-Urbanismo / 451-Infraestrutura Urbana , 16-Habitação / 482-Habitação Urbana , 26-Transporte / 782-Transporte Rodoviário;Não informado;0.0;900000.0;Não encontrado
09032024-074239;2024;Especial;CIENTE;MUNICIPIO DE ANANAS;00237362000109;TO;Caixa Econômica Federal;610;6672031;6;0;Alexandre Guimarães;2024;202442940011;202442940011-Alexandre Guimarães;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;1000000.0;Município
09032024-074232;2024;Especial;CIENTE;MUNICIPIO DE DIVINOPOLIS DO TOCANTINS;24851461000136;TO;Banco do Brasil;3812;17393;1;2;Alexandre Guimarães;2024;202442940011;202442940011-Alexandre Guimarães;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;1100000.0;Município
09032024-074234;2024;Especial;CIENTE;MUNICIPIO DE BANDEIRANTES DO TOCANTINS;01612819000172;TO;Caixa Econômica Federal;1116;6672024;9;5;Alexandre Guimarães;2024;202442940011;202442940011-Alexandre Guimarães;20-Agricultura / 606-Extensão Rural , 20-Agricultura / 608-Promoção da Produção Agropecuária;Não informado;0.0;900000.0;Município
09032024-074314;2024;Especial;CIENTE;MUNICIPIO DE CARMOLANDIA;25063868000161;TO;Caixa Econômica Federal;610;6672033;6;7;Antonio Andrade;2024;202443050010;202443050010-Antonio Andrade;15-Urbanismo / 452-Serviços Urbanos;Não informado;0.0;500000.0;Município
09032024-074312;2024;Especial;CIENTE;MUNICIPIO DE ARAGUATINS;01237403000111;TO;Banco do Brasil;1305;41244;6;9;Antonio Andrade;2024;202443050010;202443050010-Antonio Andrade;25-Energia / 752-Energia Elétrica;Não informado;0.0;1000000.0;Município
09032024-074310;2024;Especial;CIENTE;MUNICIPIO DE PARAISO DO TOCANTINS;00299180000154;TO;Caixa Econômica Federal;1141;6672031;0;4;Antonio Andrade;2024;202443050010;202443050010-Antonio Andrade;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;2000000.0;Município
09032024-074307;2024;Especial;CIENTE;MUNICIPIO DE CHAPADA DA NATIVIDADE;01613086000190;TO;Caixa Econômica Federal;1829;6672024;5;1;Antonio Andrade;2024;202443050010;202443050010-Antonio Andrade;18-Gestão Ambiental / 543-Recuperação de Áreas Degradadas , 26-Transporte / 782-Transporte Rodoviário;Não informado;0.0;1500000.0;Município
09032024-074315;2024;Especial;CIENTE;MUNICIPIO DE LAJEADO;37420650000104;TO;Caixa Econômica Federal;1737;6672027;0;6;Antonio Andrade;2024;202443050010;202443050010-Antonio Andrade;27-Desporto e Lazer / 811-Desporto de Rendimento , 27-Desporto e Lazer / 812-Desporto Comunitário , 27-Desporto e Lazer / 813-Lazer;Não informado;0.0;335792.0;Município
09032024-074309;2024;Especial;CIENTE;MUNICIPIO DE MIRANORTE;02070720000159;TO;Banco do Brasil;4560;17850;8;0;Antonio Andrade;2024;202443050010;202443050010-Antonio Andrade;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;1000000.0;Município
09032024-074308;2024;Especial;CIENTE;MUNICIPIO DE LAGOA DA CONFUSAO;26753137000100;TO;Banco do Brasil;3983;15660;7;4;Antonio Andrade;2024;202443050010;202443050010-Antonio Andrade;8-Assistência Social / 241-Assistência ao Idoso , 8-Assistência Social / 242-Assistência ao Portador de Deficiência , 8-Assistência Social / 243-Assistência à Criança e ao Adolescente , 8-Assistência Social / 244-Assistência Comunitária , 10-Saúde / 301-Atenção Básica , 10-Saúde / 302-Assistência Hospitalar e Ambulatorial , 10-Saúde / 303-Suporte Profilático e Terapêutico , 10-Saúde / 304-Vigilância Sanitária , 10-Saúde / 305-Vigilância Epidemiológica , 10-Saúde / 306-Alimentação e Nutrição , 15-Urbanismo / 451-Infraestrutura Urbana , 15-Urbanismo / 452-Serviços Urbanos , 15-Urbanismo / 453-Transportes Coletivos Urbanos , 27-Desporto e Lazer / 811-Desporto de Rendimento , 27-Desporto e Lazer / 812-Desporto Comunitário , 27-Desporto e Lazer / 813-Lazer;Não informado;0.0;1200000.0;Município
09032024-065259;2024;Especial;CIENTE;MUNICIPIO DE SANTA MARIA DO TOCANTINS;37421039000192;TO;Banco do Brasil;1595;35614;4;X;Carlos Henrique Gaguim;2024;202430680008;202430680008-Carlos Henrique Gaguim;20-Agricultura / 605-Abastecimento , 20-Agricultura / 608-Promoção da Produção Agropecuária;Não informado;200000.0;0.0;Não encontrado
09032021-010029;2021;Especial;CIENTE;MUNICIPIO DE NOVO ALEGRE;33266248000158;TO;Banco do Brasil;3977;14248;2;4;Professora Dorinha Seabra Rezende;2021;202126930001;202126930001-Professora Dorinha Seabra Rezende;15-Urbanismo / 451-Infraestrutura Urbana , 20-Agricultura / 608-Promoção da Produção Agropecuária , 27-Desporto e Lazer / 812-Desporto Comunitário;Não informado;0.0;350000.0;Município
09032024-075161;2024;Especial;CIENTE;MUNICIPIO DE PEIXE;02396166000102;TO;Banco do Brasil;3979;18933;9;2;Ricardo Ayres;2024;202444590001;202444590001-Ricardo Ayres;15-Urbanismo / 451-Infraestrutura Urbana , 15-Urbanismo / 452-Serviços Urbanos , 25-Energia / 751-Conservação de Energia , 25-Energia / 752-Energia Elétrica;Não informado;0.0;1195214.0;Município
09032024-075152;2024;Especial;CIENTE;MUNICIPIO DE CENTENARIO;37420676000144;TO;Banco do Brasil;2094;40716;X;X;Ricardo Ayres;2024;202444590001;202444590001-Ricardo Ayres;20-Agricultura / 608-Promoção da Produção Agropecuária;Não informado;0.0;100000.0;Município
09032024-075157;2024;Especial;CIENTE;MUNICIPIO DE RECURSOLANDIA;37421146000110;TO;Caixa Econômica Federal;1737;6672024;0;1;Ricardo Ayres;2024;202444590001;202444590001-Ricardo Ayres;12-Educação / 361-Ensino Fundamental , 12-Educação / 368-Educação Básica , 16-Habitação / 482-Habitação Urbana;Não informado;0.0;100000.0;Município
09032024-075159;2024;Especial;CIENTE;MUNICIPIO DE PORTO NACIONAL;00299198000156;TO;Caixa Econômica Federal;1829;6672026;5;8;Ricardo Ayres;2024;202444590001;202444590001-Ricardo Ayres;15-Urbanismo / 451-Infraestrutura Urbana , 25-Energia / 752-Energia Elétrica;Não informado;0.0;2000000.0;Município
09032024-074073;2024;Especial;CIENTE;MUNICIPIO DE SILVANOPOLIS;00114819000180;TO;Caixa Econômica Federal;1829;6672038;5;1;Professora Dorinha Seabra;2024;202442750007;202442750007-Professora Dorinha Seabra;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;250000.0;Município
09032024-075160;2024;Especial;CIENTE;MUNICIPIO DE NOVO ALEGRE;33266248000158;TO;Banco do Brasil;3977;15706;2;6;Ricardo Ayres;2024;202444590001;202444590001-Ricardo Ayres;15-Urbanismo / 451-Infraestrutura Urbana , 25-Energia / 752-Energia Elétrica , 27-Desporto e Lazer / 812-Desporto Comunitário;Não informado;0.0;1195214.0;Município
09032024-075163;2024;Especial;CIENTE;MUNICIPIO DE PORTO ALEGRE DO TOCANTINS;33254558000152;TO;Caixa Econômica Federal;3089;6672016;9;4;Ricardo Ayres;2024;202444590001;202444590001-Ricardo Ayres;15-Urbanismo / 451-Infraestrutura Urbana , 15-Urbanismo / 452-Serviços Urbanos , 25-Energia / 752-Energia Elétrica;Não informado;0.0;1195214.0;Município
09032024-075156;2024;Especial;CIENTE;MUNICIPIO DE ABREULANDIA;37425451000180;TO;Banco do Brasil;3812;17398;1;3;Ricardo Ayres;2024;202444590001;202444590001-Ricardo Ayres;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;200000.0;Município
09032024-075155;2024;Especial;CIENTE;MUNICIPIO DE TAIPAS DO TOCANTINS;33261694000170;TO;Banco do Brasil;1307;40371;2;7;Ricardo Ayres;2024;202444590001;202444590001-Ricardo Ayres;10-Saúde / 301-Atenção Básica , 10-Saúde / 302-Assistência Hospitalar e Ambulatorial , 12-Educação / 368-Educação Básica , 17-Saneamento / 512-Saneamento Básico Urbano;Não informado;0.0;500000.0;Município
09032024-075153;2024;Especial;CIENTE;MUNICIPIO DE PONTE ALTA DO TOCANTINS;01067974000155;TO;Caixa Econômica Federal;1829;6672031;5;4;Ricardo Ayres;2024;202444590001;202444590001-Ricardo Ayres;15-Urbanismo / 451-Infraestrutura Urbana , 25-Energia / 751-Conservação de Energia , 25-Energia / 752-Energia Elétrica;Não informado;0.0;900000.0;Município
09032024-075164;2024;Especial;CIENTE;PALMAS;01786029000103;TO;Banco do Brasil;3615;6553;3;6;Ricardo Ayres;2024;202444590001;202444590001-Ricardo Ayres;14-Direitos da Cidadania / 421-Custódia e Reintegração Social , 14-Direitos da Cidadania / 422-Direitos Individuais, Coletivos e Difusos , 22-Indústria / 662-Produção Industrial , 23-Comércio e Serviços / 691-Promoção Comercial , 23-Comércio e Serviços / 695-Turismo;Não informado;0.0;1600000.0;Não encontrado
09032024-074065;2024;Especial;CIENTE;MUNICIPIO DE ALIANCA DO TOCANTINS;25042219000184;TO;Caixa Econômica Federal;793;6672025;5;2;Professora Dorinha Seabra;2024;202442750007;202442750007-Professora Dorinha Seabra;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;250000.0;Não encontrado
0903-003950;2020;Especial;CIENTE;MUNICIPIO DE COLINAS DO TOCANTINS;01795483000120;TO;Banco do Brasil;1312;32662;9;3;Osires Damaso;2020;202041220007;202041220007-Osires Damaso;27-Desporto e Lazer / 812-Desporto Comunitário , 27-Desporto e Lazer / 813-Lazer;3.3.90.85;0.0;100000.0;Município
09032024-068493;2024;Especial;CIENTE;MUNICIPIO DE LAGOA DA CONFUSAO;26753137000100;TO;Banco do Brasil;3983;15661;7;2;Filipe Martins;2024;202443750004;202443750004-Filipe Martins;15-Urbanismo / 451-Infraestrutura Urbana , 15-Urbanismo / 452-Serviços Urbanos , 15-Urbanismo / 453-Transportes Coletivos Urbanos;Não informado;0.0;1000000.0;Município
09032024-065273;2024;Especial;CIENTE;MUNICIPIO DE CASEARA;24851487000184;TO;Caixa Econômica Federal;1141;6672034;0;9;Carlos Henrique Gaguim;2024;202430680008;202430680008-Carlos Henrique Gaguim;20-Agricultura / 608-Promoção da Produção Agropecuária;Não informado;400000.0;0.0;Município
09032024-065280;2024;Especial;CIENTE;MUNICIPIO DE CRISTALANDIA;01067156000152;TO;Banco do Brasil;3638;19357;2;7;Carlos Henrique Gaguim;2024;202430680008;202430680008-Carlos Henrique Gaguim;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;200000.0;0.0;Não encontrado
09032024-064773;2024;Especial;CIENTE;MUNICIPIO DE MIRANORTE;02070720000159;TO;Banco do Brasil;4560;17842;8;X;Eduardo Gomes;2024;202441860019;202441860019-Eduardo Gomes;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;500000.0;Município
09032024-074311;2024;Especial;CIENTE;MUNICIPIO DE FATIMA;00114801000188;TO;Banco do Brasil;804;62673;4;2;Antonio Andrade;2024;202443050010;202443050010-Antonio Andrade;15-Urbanismo / 451-Infraestrutura Urbana , 15-Urbanismo / 452-Serviços Urbanos;Não informado;0.0;2000000.0;Não encontrado
09032024-074224;2024;Especial;CIENTE;MUNICIPIO DE SAO BENTO DO TOCANTINS;25063983000136;TO;Banco do Brasil;1305;41233;6;3;Alexandre Guimarães;2024;202442940011;202442940011-Alexandre Guimarães;16-Habitação / 482-Habitação Urbana;Não informado;0.0;1500792.0;Não encontrado
09032024-074050;2024;Especial;CIENTE;MUNICIPIO DE LUZINOPOLIS;01631059000140;TO;Banco do Brasil;810;49065;9;2;Professora Dorinha Seabra;2024;202442750007;202442750007-Professora Dorinha Seabra;15-Urbanismo / 452-Serviços Urbanos;Não informado;0.0;250000.0;Município
09032024-074095;2024;Especial;CIENTE;MUNICIPIO DE CRISTALANDIA;01067156000152;TO;Banco do Brasil;3638;19354;2;2;Professora Dorinha Seabra;2024;202442750007;202442750007-Professora Dorinha Seabra;8-Assistência Social / 241-Assistência ao Idoso , 15-Urbanismo / 451-Infraestrutura Urbana , 27-Desporto e Lazer / 813-Lazer;Não informado;0.0;300000.0;Não encontrado
09032024-075158;2024;Especial;CIENTE;MUNICIPIO DE CRISTALANDIA;01067156000152;TO;Banco do Brasil;3638;19356;2;9;Ricardo Ayres;2024;202444590001;202444590001-Ricardo Ayres;15-Urbanismo / 451-Infraestrutura Urbana , 15-Urbanismo / 452-Serviços Urbanos , 26-Transporte / 782-Transporte Rodoviário;Não informado;0.0;300000.0;Não encontrado
09032024-072593;2024;Especial;CIENTE;MUNICIPIO DE ARAGUACU;02391407000112;TO;Banco do Brasil;1304;195171;8;8;Vicentinho Júnior;2024;202437750009;202437750009-Vicentinho Júnior;15-Urbanismo / 451-Infraestrutura Urbana , 20-Agricultura / 608-Promoção da Produção Agropecuária;Não informado;0.0;300000.0;Município
09032024-074226;2024;Especial;CIENTE;MUNICIPIO DE ARAGUACU;02391407000112;TO;Banco do Brasil;1304;195172;8;6;Alexandre Guimarães;2024;202442940011;202442940011-Alexandre Guimarães;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;300000.0;Município
09032024-074067;2024;Especial;CIENTE;MUNICIPIO DE MIRANORTE;02070720000159;TO;Banco do Brasil;4560;17843;8;8;Professora Dorinha Seabra;2024;202442750007;202442750007-Professora Dorinha Seabra;15-Urbanismo / 451-Infraestrutura Urbana , 15-Urbanismo / 452-Serviços Urbanos;Não informado;0.0;300000.0;Município
09032024-064764;2024;Especial;CIENTE;MUNICIPIO DE ESPERANTINA;25064080000170;TO;Banco do Brasil;3975;32987;6;8;Eduardo Gomes;2024;202441860019;202441860019-Eduardo Gomes;15-Urbanismo / 451-Infraestrutura Urbana , 15-Urbanismo / 452-Serviços Urbanos;Não informado;0.0;1000000.0;Não encontrado
09032021-012816;2021;Especial;CIENTE;MUNICIPIO DE ESPERANTINA;25064080000170;TO;Banco do Brasil;3975;29454;6;3;Tiago Dimas;2021;202140710004;202140710004-Tiago Dimas;15-Urbanismo / 451-Infraestrutura Urbana;7M63;0.0;335000.0;Não encontrado
09032024-072602;2024;Especial;CIENTE;MUNICIPIO DE PEDRO AFONSO;02070589000120;TO;Banco do Brasil;1595;35600;4;X;Vicentinho Júnior;2024;202437750009;202437750009-Vicentinho Júnior;15-Urbanismo / 451-Infraestrutura Urbana;Não informado;0.0;500000.0;Município
09032022-018654;2022;Especial;CIENTE;MUNICIPIO DE COMBINADO;33255043000177;TO;Banco do Brasil;3977;14680;2;3;Dulce Miranda;2022;202230860005;202230860005-Dulce Miranda;15-Urbanismo / 451-Infraestrutura Urbana , 15-Urbanismo / 452-Serviços Urbanos , 25-Energia / 752-Energia Elétrica , 27-Desporto e Lazer / 813-Lazer;02394 - MANUTENCAO DA REDE DE ILUMINACAO PUBLICA , 02408 - PAVIMENTACAO DE VIAS URBANAS , 02420 EDIFICACOES DE IMOVEIS DESTINADOS AO ESP;0.0;300000.0;Município
