codigo_plano;situacao;data_inicio;data_fim;ente_recebedor;municipio;uf;cnpj_recebedor;fundo_repassador;orgao_repassador;sigla_orgao;fundo_recebedor;valor_emenda;valor_especifico;valor_voluntario;valor_total_repasse;valor_total_plano;saldo_disponivel;natureza_juridica
07208420210001-006110;AUTORIZADO;2021-09-01;2021-12-31;MUNICIPIO DE DIVINOPOLIS DO TOCANTINS;DIVINÓPOLIS DO TOCANTINS;TO;24851461000136;FUNDO NACIONAL DA CULTURA;Ministério do Turismo;MTur;Não informado;0.0;0.0;0.0;0.0;59421.82;0.0;Município
30882120250002-028393;EM_ELABORACAO;2025-04-15;2029-12-31;MUNICIPIO DE CHAPADA DE AREIA;CHAPADA DE AREIA;TO;01625984000169;FUNDO NACIONAL DA CULTURA;Ministério da Cultura;MinC;FUNDO MUNICIPAL DE SAUDE DE CHAPADA DE AREIA;0.0;0.0;0.0;0.0;0.0;0.0;Município
30882120230002-014022;AUTORIZADO;2023-07-06;2024-12-31;MUNICIPIO DE GOIANORTE;GOIANORTE;TO;25086612000170;FUNDO NACIONAL DA CULTURA;Ministério da Cultura;MinC;Não informado;0.0;60090.93;0.0;60090.93;60090.93;0.0;Não encontrado
30882120250002-028338;AUTORIZADO;2025-04-15;2029-12-31;MUNICIPIO DE GOIANORTE;GOIANORTE;TO;25086612000170;FUNDO NACIONAL DA CULTURA;Ministério da Cultura;MinC;Não informado;0.0;188268.76;0.0;188268.76;188268.76;0.0;Não encontrado
30882120230005-016292;EM_ELABORACAO;2023-10-30;2024-12-31;MUNICIPIO DE IPUEIRAS;IPUEIRAS;TO;01613094000137;FUNDO NACIONAL DA CULTURA;Ministério da Cultura;MinC;Não informado;0.0;0.0;0.0;0.0;0.0;0.0;Município
30882120230002-014015;AUTORIZADO;2023-07-03;2024-12-31;MUNICIPIO DE IPUEIRAS;IPUEIRAS;TO;01613094000137;FUNDO NACIONAL DA CULTURA;Ministério da Cultura;MinC;Não informado;0.0;0.0;0.0;0.0;38978.46;0.0;Município
30882120230002-012660;AUTORIZADO;2023-07-01;2024-12-31;MUNICIPIO DE ITACAJA;ITACAJÁ;TO;02411726000142;FUNDO NACIONAL DA CULTURA;Ministério da Cultura;MinC;Não informado;0.0;76264.7;0.0;76264.7;76264.7;0.0;Município
30882120230005-018548;ADITIVACAO_SOLICITADA;2023-12-04;2025-06-30;MUNICIPIO DE ITACAJA;ITACAJÁ;TO;02411726000142;FUNDO NACIONAL DA CULTURA;Ministério da Cultura;MinC;Não informado;0.0;59982.84;0.0;59982.84;59982.84;0.0;Município
30882120250002-023519;AUTORIZADO;2025-04-15;2029-12-31;MUNICIPIO DE ITAGUATINS;ITAGUATINS;TO;01395458000150;FUNDO NACIONAL DA CULTURA;Ministério da Cultura;MinC;Não informado;0.0;196532.96;0.0;196532.96;196532.96;0.0;Município
30882120230002-013223;AUTORIZADO;2023-07-03;2024-12-31;MUNICIPIO DE ITAGUATINS;ITAGUATINS;TO;01395458000150;FUNDO NACIONAL DA CULTURA;Ministério da Cultura;MinC;Não informado;0.0;64697.17;0.0;64697.17;64697.17;0.0;Município
30882120250002-028387;AUTORIZADO;2025-04-15;2029-12-31;MUNICIPIO DE ITAPIRATINS;ITAPIRATINS;TO;37425683000139;FUNDO NACIONAL DA CULTURA;Ministério da Cultura;MinC;Não informado;0.0;162053.76;0.0;162053.76;162053.76;0.0;Município
30882120230002-013534;AUTORIZADO;2023-07-05;2024-12-31;MUNICIPIO DE ITAPIRATINS;ITAPIRATINS;TO;37425683000139;FUNDO NACIONAL DA CULTURA;Ministério da Cultura;MinC;Não informado;0.0;50933.88;0.0;50933.88;50933.88;0.0;Município
30882120230002-014483;AUTORIZADO;2023-07-10;2024-12-31;MUNICIPIO DE ITAPORA DO TOCANTINS;ITAPORÃ DO TOCANTINS;TO;02739753000149;FUNDO NACIONAL DA CULTURA;Ministério da Cultura;MinC;Não informado;0.0;41222.69;0.0;41222.69;41222.69;0.0;Município
30882120230002-011280;AUTORIZADO;2023-06-21;2024-12-31;MUNICIPIO DE JAU DO TOCANTINS;JAÚ DO TOCANTINS;TO;37344413000101;FUNDO NACIONAL DA CULTURA;Ministério da Cultura;MinC;Não informado;0.0;51571.11;0.0;51571.11;51571.11;0.0;Município
30882120230002-008925;AUTORIZADO;2023-06-01;2024-12-31;MUNICIPIO DE JUARINA;JUARINA;TO;37426509000100;FUNDO NACIONAL DA CULTURA;Ministério da Cultura;MinC;Não informado;0.0;32375.61;0.0;32375.61;32375.61;0.0;Município
30882120230005-015583;EM_REPLANEJAMENTO;2023-11-10;2025-06-30;MUNICIPIO DE JUARINA;JUARINA;TO;37426509000100;FUNDO NACIONAL DA CULTURA;Ministério da Cultura;MinC;Não informado;0.0;32985.65;0.0;32985.65;32985.65;0.0;Município
30882120250002-027772;AUTORIZADO;2024-04-15;2029-12-31;MUNICIPIO DE JUARINA;JUARINA;TO;37426509000100;FUNDO NACIONAL DA CULTURA;Ministério da Cultura;MinC;Não informado;0.0;131029.28;0.0;131029.28;131029.28;0.0;Município
30882120230002-014130;AUTORIZADO;2023-07-07;2024-12-31;MUNICIPIO DE LAGOA DA CONFUSAO;LAGOA DA CONFUSÃO;TO;26753137000100;FUNDO NACIONAL DA CULTURA;Ministério da Cultura;MinC;Não informado;0.0;137756.43;0.0;137756.43;137756.43;0.0;Município
30882120250002-027627;AUTORIZADO;2025-04-15;2029-12-31;MUNICIPIO DE LAGOA DA CONFUSAO;LAGOA DA CONFUSÃO;TO;26753137000100;FUNDO NACIONAL DA CULTURA;Ministério da Cultura;MinC;Não informado;0.0;499958.36;0.0;499958.36;499958.36;0.0;Município
30882120250002-023829;AUTORIZADO;2025-04-15;2029-12-31;MUNICIPIO DE LAJEADO;LAJEADO;TO;37420650000104;FUNDO NACIONAL DA CULTURA;Ministério da Cultura;MinC;Não informado;0.0;158463.6;0.0;158463.6;158463.6;0.0;Município
30882120230002-014547;AUTORIZADO;2023-07-11;2024-12-31;MUNICIPIO DE ALVORADA;ALVORADA;TO;01800242000122;FUNDO NACIONAL DA CULTURA;Ministério da Cultura;MinC;Não informado;0.0;82567.96;0.0;82567.96;82567.96;0.0;Município
30882120250002-025422;AUTORIZADO;2025-04-15;2029-12-31;MUNICIPIO DE LAVANDEIRA;LAVANDEIRA;TO;01618402000117;FUNDO NACIONAL DA CULTURA;Ministério da Cultura;MinC;Não informado;0.0;116758.92;0.0;116758.92;116758.92;0.0;Município
30882120230002-013867;AUTORIZADO;2023-07-06;2024-12-31;MUNICIPIO DE LAVANDEIRA;LAVANDEIRA;TO;01618402000117;FUNDO NACIONAL DA CULTURA;Ministério da Cultura;MinC;Não informado;0.0;38258.07;0.0;38258.07;38258.07;0.0;Município
30882120230005-017720;AUTORIZADO;2023-11-30;2025-12-31;MUNICIPIO DE LAVANDEIRA;LAVANDEIRA;TO;01618402000117;FUNDO NACIONAL DA CULTURA;Ministério da Cultura;MinC;Não informado;0.0;29345.51;0.0;29345.51;29345.51;0.0;Município
30882120250002-025317;AUTORIZADO;2025-05-09;2029-12-31;MUNICIPIO DE MARIANOPOLIS DO TOCANTINS;MARIANÓPOLIS DO TOCANTINS;TO;24851479000138;FUNDO NACIONAL DA CULTURA;Ministério da Cultura;MinC;Não informado;0.0;186733.36;0.0;186733.36;186733.36;0.0;Município
30882120230002-013363;AUTORIZADO;2023-07-04;2024-12-31;MUNICIPIO DE MARIANOPOLIS DO TOCANTINS;MARIANÓPOLIS DO TOCANTINS;TO;24851479000138;FUNDO NACIONAL DA CULTURA;Ministério da Cultura;MinC;Não informado;0.0;61448.55;0.0;61448.55;61448.55;0.0;Município
30882120230002-011893;AUTORIZADO;2023-06-01;2024-12-31;MUNICIPIO DE MATEIROS;MATEIROS;TO;26753129000164;FUNDO NACIONAL DA CULTURA;Ministério da Cultura;MinC;Não informado;0.0;43723.21;0.0;43723.21;43723.21;0.0;Município
30882120230002-014361;AUTORIZADO;2023-07-10;2024-12-31;MUNICIPIO DE MAURILANDIA DO TOCANTINS;MAURILÂNDIA DO TOCANTINS;TO;25064015000144;FUNDO NACIONAL DA CULTURA;Ministério da Cultura;MinC;Não informado;0.0;48551.1;0.0;48551.1;48551.1;0.0;Município
30882120230002-012963;AUTORIZADO;2023-06-01;2024-12-31;MUNICIPIO DE MONTE SANTO DO TOCANTINS;MONTE SANTO DO TOCANTINS;TO;01613093000192;FUNDO NACIONAL DA CULTURA;Ministério da Cultura;MinC;Não informado;0.0;40523.09;0.0;40523.09;40523.09;0.0;Município
30882120230002-012696;AUTORIZADO;2023-06-01;2024-12-31;MUNICIPIO DE MIRACEMA DO TOCANTINS;MIRACEMA DO TOCANTINS;TO;02070357000171;FUNDO NACIONAL DA CULTURA;Ministério da Cultura;MinC;Não informado;0.0;171134.44;0.0;171134.44;171134.44;0.0;Município
30882120230002-013069;AUTORIZADO;2023-07-03;2024-12-31;MUNICIPIO DE MIRANORTE;MIRANORTE;TO;02070720000159;FUNDO NACIONAL DA CULTURA;Ministério da Cultura;MinC;Não informado;0.0;126550.71;0.0;126550.71;126550.71;0.0;Município
30882120230005-015610;AUTORIZADO;2023-11-10;2025-12-31;MUNICIPIO DE MIRANORTE;MIRANORTE;TO;02070720000159;FUNDO NACIONAL DA CULTURA;Ministério da Cultura;MinC;Não informado;0.0;101269.28;0.0;101269.28;101269.28;0.0;Município
30882120250002-027848;AUTORIZADO;2025-04-15;2029-12-31;MUNICIPIO DE MIRANORTE;MIRANORTE;TO;02070720000159;FUNDO NACIONAL DA CULTURA;Ministério da Cultura;MinC;Não informado;0.0;400111.2;0.0;400111.2;400111.2;0.0;Município
30882120250002-026560;AUTORIZADO;2025-05-15;2029-12-31;MUNICIPIO DE MONTE DO CARMO;MONTE DO CARMO;TO;01067891000166;FUNDO NACIONAL DA CULTURA;Ministério da Cultura;MinC;Não informado;0.0;208184.08;0.0;208184.08;208184.08;0.0;Município
30882120250002-026788;AUTORIZADO;2025-05-16;2029-12-31;MUNICIPIO DE NATIVIDADE;NATIVIDADE;TO;01809474000141;FUNDO NACIONAL DA CULTURA;Ministério da Cultura;MinC;Não informado;0.0;281319.68;0.0;281319.68;281319.68;0.0;Município
30882120230002-011713;AUTORIZADO;2023-06-26;2024-12-31;MUNICIPIO DE NATIVIDADE;NATIVIDADE;TO;01809474000141;FUNDO NACIONAL DA CULTURA;Ministério da Cultura;MinC;Não informado;0.0;88628.79;0.0;88628.79;88628.79;0.0;Município
30882120250002-023526;AUTORIZADO;2025-04-15;2029-12-31;MUNICIPIO DE NOVA OLINDA;NOVA OLINDA;TO;00001602000163;FUNDO NACIONAL DA CULTURA;Ministério da Cultura;MinC;Não informado;0.0;344858.68;0.0;344858.68;344858.68;0.0;Município
30882120230002-011981;AUTORIZADO;2023-07-01;2024-12-31;MUNICIPIO DE NOVA OLINDA;NOVA OLINDA;TO;00001602000163;FUNDO NACIONAL DA CULTURA;Ministério da Cultura;MinC;Não informado;0.0;115904.44;0.0;115904.44;115904.44;0.0;Município
30882120250002-025416;AUTORIZADO;2025-04-15;2029-12-31;MUNICIPIO DE NOVO ALEGRE;NOVO ALEGRE;TO;33266248000158;FUNDO NACIONAL DA CULTURA;Ministério da Cultura;MinC;Não informado;0.0;120552.28;0.0;120552.28;120552.28;0.0;Município
30882120230002-013954;AUTORIZADO;2023-07-06;2024-12-31;MUNICIPIO DE NOVO ALEGRE;NOVO ALEGRE;TO;33266248000158;FUNDO NACIONAL DA CULTURA;Ministério da Cultura;MinC;Não informado;0.0;40668.56;0.0;40668.56;40668.56;0.0;Município
30882120230002-014234;AUTORIZADO;2023-07-07;2024-12-31;MUNICIPIO DE NOVO JARDIM;NOVO JARDIM;TO;33265943000103;FUNDO NACIONAL DA CULTURA;Ministério da Cultura;MinC;Não informado;0.0;43688.59;0.0;43688.59;43688.59;0.0;Município
30882120250002-024108;AUTORIZADO;2025-04-15;2029-12-31;MUNICIPIO DE NOVO JARDIM;NOVO JARDIM;TO;33265943000103;FUNDO NACIONAL DA CULTURA;Ministério da Cultura;MinC;Não informado;0.0;130080.92;0.0;130080.92;130080.92;0.0;Município
30882120230002-013847;AUTORIZADO;2023-07-01;2024-12-31;MUNICIPIO DE OLIVEIRA DE FATIMA;OLIVEIRA DE FÁTIMA;TO;01629809000140;FUNDO NACIONAL DA CULTURA;Ministério da Cultura;MinC;Não informado;0.0;32301.15;0.0;32301.15;32301.15;0.0;Município
30882120250002-026755;AUTORIZADO;2025-05-16;2029-12-31;MUNICIPIO DE OLIVEIRA DE FATIMA;OLIVEIRA DE FÁTIMA;TO;01629809000140;FUNDO NACIONAL DA CULTURA;Ministério da Cultura;MinC;Não informado;0.0;106327.08;0.0;106327.08;106327.08;0.0;Município
30882120250002-028371;AUTORIZADO;2025-04-15;2029-12-31;MUNICIPIO DE PALMEIRAS DO TOCANTINS;PALMEIRAS DO TOCANTINS;TO;25064056000130;FUNDO NACIONAL DA CULTURA;Ministério da Cultura;MinC;Não informado;0.0;189555.84;0.0;189555.84;189555.84;0.0;Município
30882120230005-021273;AUTORIZADO;2023-12-11;2025-12-31;MUNICIPIO DE PALMEIRAS DO TOCANTINS;PALMEIRAS DO TOCANTINS;TO;25064056000130;FUNDO NACIONAL DA CULTURA;Ministério da Cultura;MinC;Não informado;0.0;48496.05;0.0;48496.05;48496.05;0.0;Município
30882120230002-014094;AUTORIZADO;2023-06-01;2024-12-31;MUNICIPIO DE PALMEIRAS DO TOCANTINS;PALMEIRAS DO TOCANTINS;TO;25064056000130;FUNDO NACIONAL DA CULTURA;Ministério da Cultura;MinC;Não informado;0.0;71824.69;0.0;71824.69;71824.69;0.0;Município
30882120230002-012398;AUTORIZADO;2023-07-01;2024-12-31;MUNICIPIO DE PALMEIROPOLIS;PALMEIRÓPOLIS;TO;00007401000173;FUNDO NACIONAL DA CULTURA;Ministério da Cultura;MinC;Não informado;0.0;77809.34;0.0;77809.34;77809.34;0.0;Não encontrado
30882120230002-010601;AUTORIZADO;2023-06-16;2024-12-31;MUNICIPIO DE PONTE ALTA DO TOCANTINS;PONTE ALTA DO TOCANTINS;TO;01067974000155;FUNDO NACIONAL DA CULTURA;Ministério da Cultura;MinC;Não informado;0.0;81258.8;0.0;81258.8;81258.8;0.0;Município
30882120250002-022895;AUTORIZADO;2025-04-15;2029-12-31;MUNICIPIO DE PARANA;PARANÃ;TO;01126556000191;FUNDO NACIONAL DA CULTURA;Ministério da Cultura;MinC;Não informado;0.0;350390.72;0.0;350390.72;350390.72;0.0;Município
30882120250002-026752;AUTORIZADO;2025-04-15;2029-12-31;MUNICIPIO DE PAU D'ARCO;PAU D'ARCO;TO;25063991000182;FUNDO NACIONAL DA CULTURA;Ministério da Cultura;MinC;Não informado;0.0;171221.12;0.0;171221.12;171221.12;0.0;Município
30882120230002-012235;AUTORIZADO;2023-06-28;2024-12-31;MUNICIPIO DE PAU D'ARCO;PAU D'ARCO;TO;25063991000182;FUNDO NACIONAL DA CULTURA;Ministério da Cultura;MinC;Não informado;0.0;58352.34;0.0;58352.34;58352.34;0.0;Município
30882120230005-018257;AUTORIZADO;2023-12-04;2025-12-31;MUNICIPIO DE PAU D'ARCO;PAU D'ARCO;TO;25063991000182;FUNDO NACIONAL DA CULTURA;Ministério da Cultura;MinC;Não informado;0.0;43605.17;0.0;43605.17;43605.17;0.0;Município
30882120230002-010500;AUTORIZADO;2023-06-15;2024-12-31;MUNICIPIO DE PEDRO AFONSO;PEDRO AFONSO;TO;02070589000120;FUNDO NACIONAL DA CULTURA;Ministério da Cultura;MinC;Não informado;0.0;137583.25;0.0;137583.25;137583.25;0.0;Município
30882120250002-025677;AUTORIZADO;2025-04-15;2029-12-31;MUNICIPIO DE PEDRO AFONSO;PEDRO AFONSO;TO;02070589000120;FUNDO NACIONAL DA CULTURA;Ministério da Cultura;MinC;Não informado;0.0;464259.88;0.0;464259.88;464259.88;0.0;Município
30882120230002-012611;AUTORIZADO;2023-06-29;2024-12-31;MUNICIPIO DE PEQUIZEIRO;PEQUIZEIRO;TO;25086604000123;FUNDO NACIONAL DA CULTURA;Ministério da Cultura;MinC;Não informado;0.0;62930.85;0.0;62930.85;62930.85;0.0;Município
30882120230002-014511;AUTORIZADO;2023-07-11;2024-12-31;MUNICIPIO DE PINDORAMA DO TOCANTINS;PINDORAMA DO TOCANTINS;TO;02155331000126;FUNDO NACIONAL DA CULTURA;Ministério da Cultura;MinC;Não informado;0.0;55089.86;0.0;55089.86;55089.86;0.0;Município
30882120230005-019761;AUTORIZADO;2023-12-07;2025-12-31;MUNICIPIO DE PONTE ALTA DO BOM JESUS;PONTE ALTA DO BOM JESUS;TO;01067966000109;FUNDO NACIONAL DA CULTURA;Ministério da Cultura;MinC;Não informado;0.0;44649.43;0.0;44649.43;44649.43;0.0;Município
30882120230002-014212;AUTORIZADO;2023-07-07;2024-12-31;MUNICIPIO DE PONTE ALTA DO BOM JESUS;PONTE ALTA DO BOM JESUS;TO;01067966000109;FUNDO NACIONAL DA CULTURA;Ministério da Cultura;MinC;Não informado;0.0;56281.26;0.0;56281.26;56281.26;0.0;Município
30882120250002-025426;AUTORIZADO;2025-04-15;2029-12-31;MUNICIPIO DE PONTE ALTA DO BOM JESUS;PONTE ALTA DO BOM JESUS;TO;01067966000109;FUNDO NACIONAL DA CULTURA;Ministério da Cultura;MinC;Não informado;0.0;175962.84;0.0;175962.84;175962.84;0.0;Município
30882120250002-024769;AUTORIZADO;2025-05-07;2029-12-31;MUNICIPIO DE PONTE ALTA DO TOCANTINS;PONTE ALTA DO TOCANTINS;TO;01067974000155;FUNDO NACIONAL DA CULTURA;Ministério da Cultura;MinC;Não informado;0.0;256053.0;0.0;256053.0;256053.0;0.0;Município
30882120230005-018564;AUTORIZADO;2023-12-04;2025-12-31;MUNICIPIO DE PORTO ALEGRE DO TOCANTINS;PORTO ALEGRE DO TOCANTINS;TO;33254558000152;FUNDO NACIONAL DA CULTURA;Ministério da Cultura;MinC;Não informado;0.0;36661.19;0.0;36661.19;36661.19;0.0;Município
30882120230002-012698;AUTORIZADO;2023-07-01;2024-12-31;MUNICIPIO DE PORTO ALEGRE DO TOCANTINS;PORTO ALEGRE DO TOCANTINS;TO;33254558000152;FUNDO NACIONAL DA CULTURA;Ministério da Cultura;MinC;Não informado;0.0;46680.92;0.0;46680.92;46680.92;0.0;Município
30882120230005-018563;AUTORIZADO;2023-12-04;2025-12-31;MUNICIPIO DE PRAIA NORTE;PRAIA NORTE;TO;25061789000111;FUNDO NACIONAL DA CULTURA;Ministério da Cultura;MinC;Não informado;0.0;73109.75;0.0;73109.75;73109.75;0.0;Não encontrado
30882120250002-025208;AUTORIZADO;2025-04-15;2029-12-31;MUNICIPIO DE PRAIA NORTE;PRAIA NORTE;TO;25061789000111;FUNDO NACIONAL DA CULTURA;Ministério da Cultura;MinC;Não informado;0.0;292586.96;0.0;292586.96;292586.96;0.0;Não encontrado
30882120230002-012661;AUTORIZADO;2023-07-01;2024-12-31;MUNICIPIO DE PRAIA NORTE;PRAIA NORTE;TO;25061789000111;FUNDO NACIONAL DA CULTURA;Ministério da Cultura;MinC;Não informado;0.0;83828.61;0.0;83828.61;83828.61;0.0;Não encontrado
30882120230002-012884;AUTORIZADO;2023-07-01;2024-12-31;MUNICIPIO DE PRESIDENTE KENNEDY;PRESIDENTE KENNEDY;TO;01785492000130;FUNDO NACIONAL DA CULTURA;Ministério da Cultura;MinC;Não informado;0.0;49922.57;0.0;49922.57;49922.57;0.0;Município
30882120250002-023054;AUTORIZADO;2025-04-15;2029-12-31;MUNICIPIO DE PRESIDENTE KENNEDY;PRESIDENTE KENNEDY;TO;01785492000130;FUNDO NACIONAL DA CULTURA;Ministério da Cultura;MinC;Não informado;0.0;147873.72;0.0;147873.72;147873.72;0.0;Município
30882120230002-012524;AUTORIZADO;2023-06-29;2024-12-31;MUNICIPIO DE PUGMIL;PUGMIL;TO;01615883000107;FUNDO NACIONAL DA CULTURA;Ministério da Cultura;MinC;Não informado;0.0;43536.18;0.0;43536.18;43536.18;0.0;Não encontrado
30882120250002-024007;AUTORIZADO;2025-04-30;2029-12-31;MUNICIPIO DE PUGMIL;PUGMIL;TO;01615883000107;FUNDO NACIONAL DA CULTURA;Ministério da Cultura;MinC;Não informado;0.0;129358.36;0.0;129358.36;129358.36;0.0;Não encontrado
30882120230005-015569;AUTORIZADO;2023-11-23;2025-12-31;MUNICIPIO DE RIO DA CONCEICAO;RIO DA CONCEIÇÃO;TO;33262536000134;FUNDO NACIONAL DA CULTURA;Ministério da Cultura;MinC;Não informado;0.0;30183.28;0.0;30183.28;30183.28;0.0;Não encontrado
30882120230002-013360;AUTORIZADO;2023-07-04;2024-12-31;MUNICIPIO DE RIO DA CONCEICAO;RIO DA CONCEIÇÃO;TO;33262536000134;FUNDO NACIONAL DA CULTURA;Ministério da Cultura;MinC;Não informado;0.0;39830.42;0.0;39830.42;39830.42;0.0;Não encontrado
30882120250002-024501;AUTORIZADO;2025-04-15;2029-12-31;MUNICIPIO DE RIO DA CONCEICAO;RIO DA CONCEIÇÃO;TO;33262536000134;FUNDO NACIONAL DA CULTURA;Ministério da Cultura;MinC;Não informado;0.0;120123.28;0.0;120123.28;120123.28;0.0;Não encontrado
30882120230002-012893;AUTORIZADO;2023-07-01;2024-12-31;MUNICIPIO DE RIO DOS BOIS;RIO DOS BOIS;TO;37420932000101;FUNDO NACIONAL DA CULTURA;Ministério da Cultura;MinC;Não informado;0.0;39073.65;0.0;39073.65;39073.65;0.0;Não encontrado
30882120230002-012680;AUTORIZADO;2023-07-01;2024-12-31;MUNICIPIO DE RIO SONO;RIO SONO;TO;00000729000168;FUNDO NACIONAL DA CULTURA;Ministério da Cultura;MinC;Não informado;0.0;69525.04;0.0;69525.04;69525.04;0.0;Não encontrado
30882120250002-023414;AUTORIZADO;2025-04-15;2029-12-31;MUNICIPIO DE RIO SONO;RIO SONO;TO;00000729000168;FUNDO NACIONAL DA CULTURA;Ministério da Cultura;MinC;Não informado;0.0;187320.44;0.0;187320.44;187320.44;0.0;Não encontrado
30882120230005-015892;AUTORIZADO;2023-11-16;2025-12-31;MUNICIPIO DE SANDOLANDIA;SANDOLÂNDIA;TO;37344355000108;FUNDO NACIONAL DA CULTURA;Ministério da Cultura;MinC;Não informado;0.0;41417.26;0.0;41417.26;41417.26;0.0;Município
30882120250002-022896;AUTORIZADO;2025-04-15;2029-12-31;MUNICIPIO DE SANDOLANDIA;SANDOLÂNDIA;TO;37344355000108;FUNDO NACIONAL DA CULTURA;Ministério da Cultura;MinC;Não informado;0.0;166434.24;0.0;166434.24;166434.24;0.0;Município
30882120230002-012093;AUTORIZADO;2023-06-28;2024-12-31;MUNICIPIO DE SANDOLANDIA;SANDOLÂNDIA;TO;37344355000108;FUNDO NACIONAL DA CULTURA;Ministério da Cultura;MinC;Não informado;0.0;47865.34;0.0;47865.34;47865.34;0.0;Município
30882120230002-014170;AUTORIZADO;2023-07-07;2024-12-31;MUNICIPIO DE SANTA FE DO ARAGUAIA;SANTA FÉ DO ARAGUAIA;TO;25063918000100;FUNDO NACIONAL DA CULTURA;Ministério da Cultura;MinC;Não informado;0.0;77698.51;0.0;77698.51;77698.51;0.0;Município
30882120250002-023516;AUTORIZADO;2025-04-15;2029-12-31;MUNICIPIO DE SANTA MARIA DO TOCANTINS;SANTA MARIA DO TOCANTINS;TO;37421039000192;FUNDO NACIONAL DA CULTURA;Ministério da Cultura;MinC;Não informado;0.0;140535.32;0.0;140535.32;140535.32;0.0;Município
30882120230002-012428;AUTORIZADO;2023-07-01;2024-12-31;MUNICIPIO DE SANTA MARIA DO TOCANTINS;SANTA MARIA DO TOCANTINS;TO;37421039000192;FUNDO NACIONAL DA CULTURA;Ministério da Cultura;MinC;Não informado;0.0;49015.19;0.0;49015.19;49015.19;0.0;Município
30882120230002-012447;AUTORIZADO;2023-06-28;2024-12-31;MUNICIPIO DE SANTA TEREZA DO TOCANTINS;SANTA TEREZA DO TOCANTINS;TO;25086844000128;FUNDO NACIONAL DA CULTURA;Ministério da Cultura;MinC;Não informado;0.0;44796.85;0.0;44796.85;44796.85;0.0;Município
30882120230005-018460;AUTORIZADO;2023-12-04;2025-12-31;MUNICIPIO DE SANTA TEREZA DO TOCANTINS;SANTA TEREZA DO TOCANTINS;TO;25086844000128;FUNDO NACIONAL DA CULTURA;Ministério da Cultura;MinC;Não informado;0.0;36159.71;0.0;36159.71;36159.71;0.0;Município
30882120250002-026645;AUTORIZADO;2025-04-15;2029-12-31;MUNICIPIO DE SANTA TEREZA DO TOCANTINS;SANTA TEREZA DO TOCANTINS;TO;25086844000128;FUNDO NACIONAL DA CULTURA;Ministério da Cultura;MinC;Não informado;0.0;144215.8;0.0;144215.8;144215.8;0.0;Município
30882120230005-021309;AUTORIZADO;2023-12-11;2025-12-31;MUNICIPIO DE SANTA TEREZINHA DO TOCANTINS;SANTA TEREZINHA DO TOCANTINS;TO;01634030000112;FUNDO NACIONAL DA CULTURA;Ministério da Cultura;MinC;Não informado;0.0;33947.31;0.0;33947.31;33947.31;0.0;Município
30882120250002-028167;AUTORIZADO;2025-04-15;2029-12-31;MUNICIPIO DE SANTA TEREZINHA DO TOCANTINS;SANTA TEREZINHA DO TOCANTINS;TO;01634030000112;FUNDO NACIONAL DA CULTURA;Ministério da Cultura;MinC;Não informado;0.0;134596.88;0.0;134596.88;134596.88;0.0;Município
30882120230005-020283;AUTORIZADO;2023-12-08;2025-12-31;MUNICIPIO DE SAO BENTO DO TOCANTINS;SÃO BENTO DO TOCANTINS;TO;25063983000136;FUNDO NACIONAL DA CULTURA;Ministério da Cultura;MinC;Não informado;0.0;53109.65;0.0;53109.65;53109.65;0.0;Município
30882120250002-024589;AUTORIZADO;2025-04-15;2029-12-31;MUNICIPIO DE SAO FELIX DO TOCANTINS;SÃO FÉLIX DO TOCANTINS;TO;26753145000157;FUNDO NACIONAL DA CULTURA;Ministério da Cultura;MinC;Não informado;0.0;121320.0;0.0;121320.0;121320.0;0.0;Município
30882120230002-011994;AUTORIZADO;2023-06-01;2024-12-31;MUNICIPIO DE SAO FELIX DO TOCANTINS;SÃO FÉLIX DO TOCANTINS;TO;26753145000157;FUNDO NACIONAL DA CULTURA;Ministério da Cultura;MinC;Não informado;0.0;35667.51;0.0;35667.51;35667.51;0.0;Município
30882120230002-012406;AUTORIZADO;2023-07-01;2024-12-31;MUNICIPIO DE SAO MIGUEL DO TOCANTINS;SÃO MIGUEL DO TOCANTINS;TO;25064007000106;FUNDO NACIONAL DA CULTURA;Ministério da Cultura;MinC;Não informado;0.0;118889.81;0.0;118889.81;118889.81;0.0;Município
30882120230002-012722;AUTORIZADO;2023-06-29;2024-12-31;MUNICIPIO DE SAO SALVADOR DO TOCANTINS;SÃO SALVADOR DO TOCANTINS;TO;37344371000109;FUNDO NACIONAL DA CULTURA;Ministério da Cultura;MinC;Não informado;0.0;46029.8;0.0;46029.8;46029.8;0.0;Município
30882120230002-012464;AUTORIZADO;2023-06-01;2024-12-31;MUNICIPIO DE SAO VALERIO DA NATIVIDADE;SÃO VALÉRIO;TO;25043449000168;FUNDO NACIONAL DA CULTURA;Ministério da Cultura;MinC;Não informado;0.0;51169.39;0.0;51169.39;51169.39;0.0;Município
30882120250002-023249;AUTORIZADO;2025-05-26;2029-12-31;MUNICIPIO DE SILVANOPOLIS;SILVANÓPOLIS;TO;00114819000180;FUNDO NACIONAL DA CULTURA;Ministério da Cultura;MinC;Não informado;0.0;197571.6;0.0;197571.6;197571.6;0.0;Município
